zaman_unix,icao24,enlem,boylam,hiz,yon,dikey_hiz,geo_irtifa_m,baro_irtifa_m,zaman,ucus_numarasi,kalkis_havaalani,varis_havaalani,basinc_hpa,ti1_indeksi,edr_proxy
1547581936,4ba9a9,40.66383361816406,30.14447021484375,204.77197698979185,126.00620760124444,8.45312,6637.02,7566.660000000001,2019-01-15 19:52:16+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581937,4ba9a9,40.64676058494438,30.175385908647016,204.77197698979185,126.00620760124444,8.128,7277.1,7574.280000000001,2019-01-15 19:52:17+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581938,4ba9a9,40.64630126953125,30.17626953125,204.77197698979185,126.00620760124444,8.128,7277.1,7581.900000000001,2019-01-15 19:52:18+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581939,4ba9a9,40.64630126953125,30.17626953125,204.77197698979185,126.00620760124444,7.80288,6690.360000000001,7589.52,2019-01-15 19:52:19+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581940,4ba9a9,40.64630126953125,30.17626953125,204.77197698979185,126.00620760124444,7.80288,7292.34,7597.14,2019-01-15 19:52:20+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581941,4ba9a9,40.64630126953125,30.17626953125,204.77197698979185,126.00620760124444,7.80288,7292.34,7604.76,2019-01-15 19:52:21+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581942,4ba9a9,40.64630126953125,30.17626953125,204.4699728138617,125.88959245688991,7.477760000000001,7307.58,7612.38,2019-01-15 19:52:22+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581943,4ba9a9,40.64630126953125,30.17626953125,204.4699728138617,125.88959245688991,7.477760000000001,6720.84,7620.0,2019-01-15 19:52:23+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581944,4ba9a9,40.64630126953125,30.17626953125,202.50282857126942,126.11298524445724,6.827520000000001,6736.08,7033.26,2019-01-15 19:52:24+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581945,4ba9a9,40.637969970703125,30.1912841796875,204.4699728138617,125.88959245688991,7.152640000000001,7330.4400000000005,7635.240000000001,2019-01-15 19:52:25+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581946,4ba9a9,40.636798406051376,30.193363536487926,204.77197698979185,126.00620760124444,6.827520000000001,6743.7,7642.860000000001,2019-01-15 19:52:26+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581947,4ba9a9,40.636798406051376,30.193363536487926,204.77197698979185,126.00620760124444,6.827520000000001,7345.68,7650.4800000000005,2019-01-15 19:52:27+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581948,4ba9a9,40.636798406051376,30.193363536487926,204.77197698979185,126.00620760124444,6.827520000000001,6751.320000000001,7658.1,2019-01-15 19:52:28+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581949,4ba9a9,40.636798406051376,30.193363536487926,204.77197698979185,126.00620760124444,6.502400000000001,7360.92,7665.72,2019-01-15 19:52:29+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581950,4ba9a9,40.636798406051376,30.193363536487926,204.77197698979185,126.00620760124444,6.502400000000001,7368.54,7673.34,2019-01-15 19:52:30+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581951,4ba9a9,40.636798406051376,30.193363536487926,203.22165922133598,126.14467334678478,6.502400000000001,6819.9,7109.46,2019-01-15 19:52:31+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581952,4ba9a9,40.636798406051376,30.193363536487926,204.35603959700677,126.09099998805839,6.827520000000001,7383.780000000001,7688.580000000001,2019-01-15 19:52:32+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581953,4ba9a9,40.636798406051376,30.193363536487926,204.35603959700677,126.09099998805839,7.477760000000001,7383.780000000001,7696.200000000001,2019-01-15 19:52:33+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581954,4ba9a9,40.636798406051376,30.193363536487926,204.35603959700677,126.09099998805839,7.477760000000001,7383.780000000001,7703.820000000001,2019-01-15 19:52:34+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581955,4ba9a9,40.628082275390625,30.2091064453125,204.35603959700677,126.09099998805839,7.80288,6835.14,7703.820000000001,2019-01-15 19:52:35+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581956,4ba9a9,40.628082275390625,30.2091064453125,204.35603959700677,126.09099998805839,7.80288,7406.64,7719.06,2019-01-15 19:52:36+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581957,4ba9a9,40.628082275390625,30.2091064453125,204.0534198242384,125.97427258518817,6.1772800000000005,6865.62,7726.68,2019-01-15 19:52:37+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581958,4ba9a9,40.628082275390625,30.2091064453125,204.77197698979185,126.00620760124444,5.52704,6903.72,7734.3,2019-01-15 19:52:38+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581959,4ba9a9,40.628082275390625,30.2091064453125,204.35603959700677,126.09099998805839,8.128,6911.34,7741.92,2019-01-15 19:52:39+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581960,4ba9a9,40.628082275390625,30.2091064453125,203.94055159407904,126.17613805695952,8.77824,6941.820000000001,7749.54,2019-01-15 19:52:40+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581961,4ba9a9,40.628082275390625,30.2091064453125,203.94055159407904,126.17613805695952,8.77824,6957.06,7764.780000000001,2019-01-15 19:52:41+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581962,4ba9a9,40.628082275390625,30.2091064453125,203.94055159407904,126.17613805695952,9.10336,7452.360000000001,7772.400000000001,2019-01-15 19:52:42+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581963,4ba9a9,40.628082275390625,30.2091064453125,205.9068134866264,125.95370140943174,7.152640000000001,7002.78,7307.58,2019-01-15 19:52:43+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581964,4ba9a9,40.628082275390625,30.2091064453125,203.94055159407904,126.17613805695952,8.77824,7048.5,7360.92,2019-01-15 19:52:44+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581965,4ba9a9,40.628082275390625,30.2091064453125,205.9068134866264,125.95370140943174,8.128,7498.08,7376.160000000001,2019-01-15 19:52:45+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581966,4ba9a9,40.628082275390625,30.2091064453125,203.94055159407904,126.17613805695952,8.77824,7056.120000000001,7802.88,2019-01-15 19:52:46+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581967,4ba9a9,40.628082275390625,30.2091064453125,203.22165922133598,126.14467334678478,9.10336,7094.22,7818.120000000001,2019-01-15 19:52:47+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581968,4ba9a9,40.628082275390625,30.2091064453125,203.22165922133598,126.14467334678478,9.10336,7505.700000000001,7825.740000000001,2019-01-15 19:52:48+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581969,4ba9a9,40.628082275390625,30.2091064453125,203.22165922133598,126.14467334678478,9.10336,7520.9400000000005,7833.360000000001,2019-01-15 19:52:49+00:00,THY322,LTBA,,300.0,4.216922370466127e-07,0.5597975945235233
1547581970,4ba9a9,40.611968994140625,30.23809814453125,203.22165922133598,126.14467334678478,9.10336,7528.56,7840.9800000000005,2019-01-15 19:52:50+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581971,4ba9a9,40.610321044921875,30.2410888671875,203.22165922133598,126.14467334678478,8.77824,7536.18,7848.6,2019-01-15 19:52:51+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581972,4ba9a9,40.609146376787606,30.243176546963777,203.22165922133598,126.14467334678478,8.77824,7543.8,7856.22,2019-01-15 19:52:52+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581973,4ba9a9,40.608489990234375,30.24432373046875,203.22165922133598,126.14467334678478,8.128,7551.42,7863.84,2019-01-15 19:52:53+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581974,4ba9a9,40.607098078323624,30.24685946377841,203.22165922133598,126.14467334678478,7.80288,7559.04,7871.46,2019-01-15 19:52:54+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581975,4ba9a9,40.60597229003906,30.2489013671875,203.22165922133598,126.14467334678478,7.80288,7566.660000000001,7886.700000000001,2019-01-15 19:52:55+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581976,4ba9a9,40.60505676269531,30.25048828125,203.22165922133598,126.14467334678478,7.80288,7574.280000000001,7894.320000000001,2019-01-15 19:52:56+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581977,4ba9a9,40.603912353515625,30.2525634765625,203.22165922133598,126.14467334678478,7.80288,7574.280000000001,7901.9400000000005,2019-01-15 19:52:57+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581978,4ba9a9,40.60272216796875,30.254662253639914,203.22165922133598,126.14467334678478,7.80288,7589.52,7909.56,2019-01-15 19:52:58+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581979,4ba9a9,40.60162353515625,30.2567138671875,202.80645712578576,126.23039749075862,7.477760000000001,7604.76,7917.18,2019-01-15 19:52:59+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581980,4ba9a9,40.60067386950477,30.258407592773438,202.80645712578576,126.23039749075862,7.477760000000001,7612.38,7924.8,2019-01-15 19:53:00+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581981,4ba9a9,40.59978937698623,30.26003057306463,202.80645712578576,126.23039749075862,7.152640000000001,7612.38,7932.42,2019-01-15 19:53:01+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581982,4ba9a9,40.59811349642479,30.262964422052555,202.80645712578576,126.23039749075862,6.827520000000001,7620.0,7940.04,2019-01-15 19:53:02+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581983,4ba9a9,40.59722900390625,30.26458740234375,202.80645712578576,126.23039749075862,6.827520000000001,7627.62,7940.04,2019-01-15 19:53:03+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581984,4ba9a9,40.595832436771715,30.26702187278054,203.22165922133598,126.14467334678478,6.1772800000000005,7635.240000000001,7947.660000000001,2019-01-15 19:53:04+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581985,4ba9a9,40.59494794425318,30.26864485307173,203.22165922133598,126.14467334678478,5.52704,7635.240000000001,7955.280000000001,2019-01-15 19:53:05+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581986,4ba9a9,40.59397888183594,30.2703857421875,203.22165922133598,126.14467334678478,5.20192,7642.860000000001,7955.280000000001,2019-01-15 19:53:06+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581987,4ba9a9,40.59397888183594,30.2703857421875,203.22165922133598,126.14467334678478,5.20192,7650.4800000000005,7962.900000000001,2019-01-15 19:53:07+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581988,4ba9a9,40.59150307865466,30.274887084960938,203.22165922133598,126.14467334678478,4.8768,7650.4800000000005,7970.52,2019-01-15 19:53:08+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581989,4ba9a9,40.59100341796875,30.27569580078125,203.22165922133598,126.14467334678478,4.55168,7658.1,7970.52,2019-01-15 19:53:09+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581990,4ba9a9,40.58982719809322,30.277820933948863,203.52551573323507,126.2616235479028,4.55168,7665.72,7978.14,2019-01-15 19:53:10+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581991,4ba9a9,40.5884771831965,30.280317826704543,203.52551573323507,126.2616235479028,4.22656,7665.72,7978.14,2019-01-15 19:53:11+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581992,4ba9a9,40.58757019042969,30.28192138671875,203.94055159407904,126.17613805695952,4.22656,7665.72,7985.76,2019-01-15 19:53:12+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581993,4ba9a9,40.5863823324947,30.284000743519176,203.94055159407904,126.17613805695952,4.22656,7665.72,7985.76,2019-01-15 19:53:13+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
1547581994,4ba9a9,40.585235595703125,30.28607177734375,203.94055159407904,126.17613805695952,3.90144,7673.34,7993.38,2019-01-15 19:53:14+00:00,THY322,LTBA,,300.0,3.091956756262965e-07,0.4331709784857027
